ID,Chacter1,Person1,Chacter2,Person2,Chacter3,Person3,Chacter4,Person4,Chacter5,Person5,Chacter6,Person6
1880,Jed,Patrick Swayze,Robert,C. Thomas Howell,Erica,Lea Thompson,Daryl,Darren Dalton,Matt,Charlie Sheen,Toni,Jennifer Grey
1881,himself,Zinedine Zidane,himself,Didier Deschamps,himself,David Trézéguet,himself,Lilian Thuram,himself,Aimé Jacquet,,
1882,Ken Wilcheck/Bud,Marlon Brando,Elly Wilosek,Teresa Wright,Dr. Brock,Everett Sloane,Norm,Jack Webb,Leo,Richard Erdman,Angel,Arthur Jurado
1883,Malcolm X,Denzel Washington,Dr. Betty Shabazz,Angela Bassett,Baines,Albert Hall,Elijah Muhammad,Al Freeman, Jr.,West Indian Archie,Delroy Lindo,Shorty
1884,Cindel Towani,Aubree Miller,Narrator (Voice),Burl Ives,Deej,Daniel Frishman,Jeremitt Towani,Guy Boyd,Wicket W. Warrick,Warwick Davis,Weechee,Debbie Lee Carrington
1885,Daniel LaRusso,Ralph Macchio,Mr. Kesuke Miyagi,Pat Morita,Johnny Lawrence,William Zabka,John Kreese,Martin Kove,Dutch,Chad McQueen,Lucille LaRusso,Randee Heller
1887,Marie Antoinette,Kirsten Dunst,Louis XVI,Jason Schwartzman,Comtesse de Noailles,Judy Davis,Louis XV,Rip Torn,Comtesse du Barry,Asia Argento,Duchesse de Polignac,Rose Byrne
1888,Harry Hinkle,Jack Lemmon,Willie Gingrich,Walter Matthau,Boom Boom Jackson,Ron Rich,Sandy Hinkle,Judi West,Purkey,Cliff Osmond,Mother Hinkle,Lurene Tuttle
1889,Mike Warner,Eddie Constantine,Nina,Nelly Benedetti,Stephan,Daniel Ceccaldi,Zigeunerprinzessin,Laura Valenzuela,Boris Gourdine,Luis Dávila,,
1890,Sarah Norman,Marlee Matlin,James Leeds,William Hurt,Dr. Curtis Franklin,Philip Bosco,William,John Limnidis,Mrs. Norman,Piper Laurie,Lydia,Allison Gompf
1891,Luke Skywalker,Mark Hamill,Han Solo,Harrison Ford,Princess Leia,Carrie Fisher,Darth Vader,David Prowse,Lando Calrissian,Billy Dee Williams,C-3PO,Anthony Daniels
1892,Luke Skywalker,Mark Hamill,Han Solo,Harrison Ford,Princess Leia,Carrie Fisher,Lando Calrissian,Billy Dee Williams,C-3PO,Anthony Daniels,Chewbacca,Peter Mayhew
1893,Qui-Gon Jinn,Liam Neeson,Obi Wan Kenobi,Ewan McGregor,Queen Amidala / Padmé,Natalie Portman,Anakin Skywalker,Jake Lloyd,Senator Palpatine,Ian McDiarmid,C-3PO (voice),Anthony Daniels
1894,Obi Wan Kenobi,Ewan McGregor,Padmé Amidala,Natalie Portman,Anakin Skywalker,Hayden Christensen,Chancellor Palpatine,Ian McDiarmid,Mace Windu,Samuel L. Jackson,Count Dooku,Christopher Lee
1895,Anakin Skywalker / Darth Vader,Hayden Christensen,Obi-Wan Kenobi,Ewan McGregor,Padmé Amidala,Natalie Portman,Chancellor Palpatine,Ian McDiarmid,Yoda (Voice),Frank Oz,C-3PO,Anthony Daniels
1896,Salvador Puig Antich,Daniel Brühl,Oriol Arau,Tristán Ulloa,Jesus,Leonardo Sbaraglia,Cuca,Leonor Watling,Margalida,Ingrid Rubio,pare de Salvador,Celso Bugallo
1898,Mike Parker,Eddie Constantine,Baronin,Mylène Demongeot,Inspektor Balmain,Jean-Louis Richard,,,,,,
1899,Li Ming,Mylène Jampanoï,An Chen,Li Xiaoran,Prof. Chen,Ling Dong Fu,Dan,Wei-chang Wang,La Directrice,Như Quỳnh Nguyễn,Maître Wang,Nguyen Van Quang
1900,Robert Wakefield,Michael Douglas,Javier Rodriguez,Benicio del Toro,Manolo Sanchez,Jacob Vargas,Gen. Arturo Salazar,Tomás Milián,Mark,Russell G. Jones,Lawery Rodman,Michael O'Neill
1901,Carter Duryea,Topher Grace,Alex Foreman,Scarlett Johansson,Dan Foreman,Dennis Quaid,Ann Foreman,Marg Helgenberger,Morty,David Paymer,Mark Steckle,Clark Gregg
1902,César,Eduardo Noriega,Sofía,Penélope Cruz,Antonio,Chete Lera,Pelayo,Fele Martínez,Núria,Najwa Nimri,Duvernois,Gérard Barray
1903,David Aames,Tom Cruise,Sofia Serrano,Penélope Cruz,Julie,Cameron Diaz,Dr. Curtis McCabe,Kurt Russell,Brian,Jason Lee,Edmund Ventura,Noah Taylor
1904,Sayuri,Zhang Ziyi,Hatsumomo,Gong Li,Pumpkin,Youki Kudoh,Auntie,Tsai Chin,Chiyo,Suzuka Ohgo,The Chairman,Ken Watanabe
1905,Dietmar,Dietmar Kracht,Luzi Kryn,Luzi Kryn,Entführer,Steven Adamczewski,,,,,,
1906,Ingrid „Sunny“ Sommer,Renate Krößner,Arzt,Fred Düren,Frau Pfeiffer,Ursula Braun,Christine,Heide Kipp,Harry,Dieter Montag,,
1907,Richard,Leonardo DiCaprio,Étienne,Guillaume Canet,Sal,Tilda Swinton,Françoise,Virginie Ledoyen,Christo,Staffan Kihlbom,Keaty,Paterson Joseph
1908,Henry Drummond,Spencer Tracy,Matthew Harrison Brady,Fredric March,E.K. Hornbeck,Gene Kelly,Bertram T. Cates,Dick York,Rachel Brown,Donna Anderson,Judge Mel,Harry Morgan
1909,Don Juan deMarco,Johnny Depp,Dr. Jack Mickler,Marlon Brando,Marilyn Mickler,Faye Dunaway,Dona Ana,Géraldine Pailhas,Dr. Paul Showalter,Bob Dishy,Doña Inez,Rachel Ticotin
1910,Frank,Fabian Busch,Marc,Stipe Erceg,Ilvy,Lilja Loeffler,Pauli,Martin Claussen,Franks Mutter,Daniela Ziegler,Franks Vater,Heinrich Giskes
1911,Ahmad Ibn Fadlān,Antonio Banderas,Buliwyf,Vladimir Kulich,Herger the Joyous,Dennis Storhøi,Edgtho the Silent,Daniel Southern,Helfdane the Fat,Clive Russell,Rethel the Archer,Mischa Hausserman
1912,Rainer,Moritz Bleibtreu,Pegah,Elsa Schulz Gambard,Maiwald,Gregor Bloéb,Philipp,Milan Peschel,Anna,Simone Hanselmann,Maiwalds Freundin,Franziska Knuppe
1913,Ramón Sampedro,Javier Bardem,Julia,Belén Rueda,Rosa,Lola Dueñas,Joaquín,Joan Dalmau,Padre Francisco,Josep Maria Pou,Manuela,Mabel Rivera
1914,Paul Bruhn,Christian Ulmen,Anna Rothe,Nora Tschirner,Steffen Hagen,Florian Lukas,Kim Wagner,Anneke Kim Sarnau,Laurenz Schmidt,Heinz Hoenig,Jurij Zille,Andreas Günther
1915,Berti,Til Schweiger,Uschi,Tina Ruland,Klausi,Michael Kessler,Gerd,Stefan Gebelhoff,Hakan,Ömer Simsek,Axel,Martin Armknecht
1917,Isabelle,Sophie Quinton,Dr. Philipp,Laurent Lucas,Véronique,Catherine Jacob,Sami,Yasmine Belmadi,Mme Vachon,Michèle Moretti,Nathalie,Valérie Donzelli
1918,Ruthie,Ronit Elkabetz,Or,Dana Ivgy,Ido,Meshar Cohen,Rachel,Katia Zinbris,Shmuel,Shmuel Edelman,,
1919,Fiona,Julie Christie,Aubrey,Michael Murphy,Grant,Gordon Pinsent,Marian,Olympia Dukakis,Kristy,Kristen Thomson,Madeleine,Wendy Crewson
1920,Kathy Ferguson,Barbara Stanwyck,Alice Pope,Fay Wray,Lt. William Doyle,Sterling Hayden,Inspektor Pope,Raymond Burr,Sara,Virginia Grey,Capt. Charlie Alidas,Royal Dano
1921,Nelson,Keanu Reeves,Sara,Charlize Theron,Chaz,Jason Isaacs,Vince,Greg Germann,Angelica,Lauren Graham,Brandon,Michael Rosenbaum
1922,Maggie,Marianne Faithfull,Miki,Predrag 'Miki' Manojlovic,Tom,Kevin Bishop,Sarah,Siobhan Hewlett,Luisa,Dorka Gryllus,Jane,Jenny Agutter
1923,Laura Palmer,Sheryl Lee,Leland Palmer,Ray Wise,Shelly Johnson,Mädchen Amick,Bobby Briggs,Dana Ashbrook,Ronette Pulaski,Phoebe Augustine,Phillip Jeffries,David Bowie
1924,Jor-El,Marlon Brando,Lex Luthor,Gene Hackman,Superman / Clark Kent,Christopher Reeve,Otis,Ned Beatty,Perry White,Jackie Cooper,Pa Kent,Glenn Ford
1925,Hans-Jörg Tschirner,Moritz Bleibtreu,Agnes Tschirner,Martin Weiß,Werner Tschirner,Herbert Knaup,Signe Tschirner,Katja Riemann,Ralf Tschirner,Tom Schilling,Günther Tschirner,Vadim Glowna
1926,Old Man (USA),Ernest Borgnine,(Iran),Maryam Karimi,(France),Emmanuelle Laborit,(France),Jérôme Horry,(Israel),Keren Mor,(Israel),Tomer Russo
1927,Bruce Banner / The Hulk,Eric Bana,Betty Ross,Jennifer Connelly,"Thaddeus E. ""Thunderbolt"" Ross / The Red Hulk",Sam Elliott,Glenn Talbot,Josh Lucas,Brian Banner / Devil Hulk / Absorbing Man,Nick Nolte,Young David Banner,Paul Kersey
1930,Peter Parker / Spider-Man,Andrew Garfield,Gwen Stacy,Emma Stone,Dr. Curt Connors / The Lizard,Rhys Ifans,Captain Stacy,Denis Leary,Uncle Ben,Martin Sheen,Aunt May,Sally Field
1931,DJ,Columbus Short,April,Meagan Good,Rich Brown,Ne-Yo,Grant,Darrin Henson,Noel,Jermaine Williams,Duron,Chris Brown
1933,Grace Stewart,Nicole Kidman,Charles Stewart,Christopher Eccleston,Anne Stewart,Alakina Mann,Nicholas Stewart,James Bentley,Mr. Edmund Tuttle,Eric Sykes,Lydia,Elaine Cassidy
1934,Will Shakespeare,Joseph Fiennes,Viola De Lesseps,Gwyneth Paltrow,Philip Henslowe,Geoffrey Rush,Hugh Fennyman,Tom Wilkinson,Queen Elizabeth,Judi Dench,Nurse,Imelda Staunton
1935,Martine Demouthy,Isabelle Huppert,Louise Mollet,Catherine Frot,Pierre Demouthy,François Berléand,Sophie,Brigitte Catillon,Richard,Michel Vuillermoz,Géraldine,Christiane Millet
1936,Matt Calder,Robert Mitchum,Kay Weston,Marilyn Monroe,Harry Weston,Rory Calhoun,Mark Calder,Tommy Rettig,Dave Colby,Murvyn Vye,Sam Benson,Douglas Spencer
1937,Cecile,Jean Seberg,Anne Larson,Deborah Kerr,Raymond,David Niven,Elsa,Mylène Demongeot,Philippe,Geoffrey Horne,Pablo,Walter Chiari
1938,Frank Jessup,Robert Mitchum,Diane Tremayne Jessup,Jean Simmons,Mary Wilton,Mona Freeman,Mr. Charles Tremayne,Herbert Marshall,Mrs. Catherine Tremayne,Barbara O'Neil,Fred Barrett,Leon Ames
1939,Laura Hunt,Gene Tierney,Det. Lt. Mark McPherson,Dana Andrews,Waldo Lydecker,Clifton Webb,Shelby Carpenter,Vincent Price,Mrs. Ann Treadwell,Judith Anderson,Laura's Maid,Dorothy Adams
1940,Porgy,Sidney Poitier,Bess,Dorothy Dandridge,Sportin' Life,Sammy Davis, Jr.,Maria,Pearl Bailey,Crowne,Brock Peters,Clara
1941,Ari Ben Canaan,Paul Newman,Kitty Fremont,Eva Marie Saint,Barak Ben Canaan,Lee J. Cobb,Gen. Sutherland,Ralph Richardson,Maj. Caldwell,Peter Lawford,Dov Landau,Sal Mineo
1942,Supt. Newhouse,Laurence Olivier,Ann Lake,Carol Lynley,Stephen Lake,Keir Dullea,Ada Ford,Martita Hunt,Elvira Smollett,Anna Massey,Sergeant Andrews,Clive Revill
1943,Larry Martin,Peter O'Toole,Edward Sloat,Richard Attenborough,Joyce Donnovan,Kim Cattrall,Helene Nikolaos,Isabelle Huppert,Sabine,Brigitte Ariel,Yafet Hemlekh,Cliff Gorman
1944,Ted Cole,Jeff Bridges,Marion Cole,Kim Basinger,Ruth Cole,Elle Fanning,Eddie O'Hare,Jon Foster,,,,
1945,Nell Kellty,Jodie Foster,Dr. Lovell,Liam Neeson,Dr. Paula Olsen,Natasha Richardson,Dr. Paley,Richard Libertini,Mary Peterson,Robin Mullins,Sheriff Todd Peterson,Nick Searcy
1946,Allegra Geller,Jennifer Jason Leigh,Ted Pikul,Jude Law,Kiri Vinokur,Ian Holm,Gas,Willem Dafoe,Yevgeny Nourish,Don McKellar,Chinese Waiter,Oscar Hsu
1947,Einar Gilkyson,Robert Redford,Jean Gilkyson,Jennifer Lopez,Mitch Bradley,Morgan Freeman,Griff Gilkyson,Becca Gardner,Crane Curtis,Josh Lucas,Gary Winston,Damian Lewis
1948,Chev Chelios,Jason Statham,Eve,Amy Smart,Ricky Verona,Jose Pablo Cantillo,Kaylo,Efren Ramirez,Doc Miles,Dwight Yoakam,Carlito,Carlos Sanz
1949,Robert Graysmith,Jake Gyllenhaal,Paul Avery,Robert Downey Jr.,Dave Toschi,Mark Ruffalo,Bill Armstrong,Anthony Edwards,Melvin Belli,Brian Cox,Jack Mulanax,Elias Koteas
1950,Huck Cheever,Eric Bana,Billie Offer,Drew Barrymore,L. C. Cheever,Robert Duvall,Suzanne Offer,Debra Messing,Telephone Jack,Robert Downey Jr.,Pawnbroker,Phyllis Somerville
1951,Grace,Bryce Dallas Howard,Timothy,Isaach De Bankolé,Wilhelm,Danny Glover,Grace's Father,Willem Dafoe,Thomas,Michaël Abiteboul,Mam,Lauren Bacall
1954,Evan Treborn,Ashton Kutcher,Kayleigh Miller,Amy Smart,Tommy Miller,William Lee Scott,Lenny Kagan,Elden Henson,Andrea Treborn,Melora Walters,George Miller,Eric Stoltz
1955,Dr. Frederick Treves,Anthony Hopkins,John Merrick,John Hurt,Mrs. Kendal,Anne Bancroft,Carr Gomm,John Gielgud,Mothershead,Wendy Hiller,Bytes,Freddie Jones
1956,Gerry,Casey Affleck,Gerry,Matt Damon,,,,,,,,
1957,Slim Hiller,Jennifer Lopez,Mitch Hiller,Billy Campbell,Gracie Hiller,Tessa Allen,Ginny,Juliette Lewis,Joe,Dan Futterman,Robbie,Noah Wyle
1958,Gaby,Catherine Deneuve,Augustine,Isabelle Huppert,Louise,Emmanuelle Béart,Pierrette,Fanny Ardant,Suzon,Virginie Ledoyen,Catherine,Ludivine Sagnier
1959,Amy Foster,Rachel Weisz,Yanko,Vincent Pérez,Dr. James Kennedy,Ian McKellen,Miss Swaffer,Kathy Bates,Mr. Swaffer,Joss Ackland,Mary Foster,Zoë Wanamaker
1961,Bruce Campbell,Bruce Campbell,Kelly Graham,Grace Thorsen,Wing,Ted Raimi,Tiny,Adam Boyd,Fan,Mike Estes,Kasey,Janelle Farber
1962,Paul Krantz,Daniel Brühl,Günther Scheller,August Diehl,Hilde Scheller,Anna Maria Mühe,Elli,Jana Pallaske,Hans,Thure Lindhardt,Rosa,Verena Bukal
1963,Student,Seo Ji-Seok,Student's Father,Jeon Kuk-Hwan,Old Man,Seong-hwang Jeon,Young Girl,Han Yeo-reum,Third Man,Seok-hyeon Jo,,
1964,Hans,Jürgen Vogel,Karl,Daniel Brühl,Stelle,Sabine Timoteo,Fernandez,Peter Kurth,Theo,Oktay Özdemir,Naumann,Michael Wittenborn
1965,Steven Taylor,Michael Douglas,Emily Taylor,Gwyneth Paltrow,David Shaw,Viggo Mortensen,Raquel Martinez,Sarita Choudhury,Sandra Bradford,Constance Towers,Mohamed Karaman,David Suchet
1966,Alexander,Colin Farrell,Olympias,Angelina Jolie,Philip,Val Kilmer,Hephaistion,Jared Leto,Cassander,Jonathan Rhys Meyers,Old Ptolemy,Anthony Hopkins
1967,Arturo Bandini,Colin Farrell,Camilla Lopez,Salma Hayek,Hellfrick,Donald Sutherland,Mrs. Hargraves,Eileen Atkins,Vera Rivkin,Idina Menzel,Sammy,Justin Kirk
1968,Alex Whitman,Matthew Perry,Isabel Fuentes,Salma Hayek,Jeff,Jon Tenney,Lanie,Siobhan Fallon,Great Grandma,Angelina Torres,Richard Whitman,John Bennett Perry
1969,Maria Alvarez,Penélope Cruz,Sara Sandoval,Salma Hayek,Tyler Jackson,Dwight Yoakam,Quentin,Steve Zahn,Ashe,Denis Arndt,Clarissa Ashe,Audra Blaser
1970,Karen Davis,Sarah Michelle Gellar,Doug,Jason Behr,Matthew Williams,William Mapother,Jennifer Williams,Clea DuVall,Susan Williams,KaDee Strickland,Emma Williams,Grace Zabriskie
1975,Karen Davis,Sarah Michelle Gellar,Aubrey Davis,Amber Tamblyn,Eason,Edison Chen,Allison,Arielle Kebbel,Trish,Jennifer Beals,Vanessa Cassidy,Teresa Palmer
1976,Julie Marsden,Bette Davis,Preston Dillard,Henry Fonda,Buck Cantrell,George Brent,Amy Bradford Dillard,Margaret Lindsay,Dr. Livingstone,Donald Crisp,Aunt Belle Massey,Fay Bainter
1977,Lisa,Johanna Braddy,Max,Gil McKinney,Naoko,Emi Ikehata,Rose,Jadie-Rose Hobson,Andy,Beau Mirchoff,Jake,Matthew Knight
1978,Charlotte Inwood,Marlene Dietrich,Eve Gill,Jane Wyman,Det. Insp. Wilfried 'Ordinary' Smith,Michael Wilding,Jonathan Cooper,Richard Todd,Commodore Gill,Alastair Sim,Mrs. Gill,Sybil Thorndike
1979,Reed Richards / Mr. Fantastic,Ioan Gruffudd,Sue Richards / Invisible Woman,Jessica Alba,Johnny Storm / Human Torch,Chris Evans,Ben Grimm / The Thing,Michael Chiklis,Victor von Doom / Doctor Doom,Julian McMahon,Alicia Masters,Kerry Washington
1980,Narrator,Russell Crowe,himself,Jai Abberton,himself,Koby Abberton,himself,Sunny Abberton,,,,
1984,Winston Smith,Edmond O'Brien,Julia,Jan Sterling,Gen. O'Connor,Michael Redgrave,Charrington the Junk Shop Owner,David Kossoff,Jones,Mervyn Johns,R. Parsons,Donald Pleasence
1985,Justin Quayle,Ralph Fiennes,Tessa Quayle,Rachel Weisz,Sandy Woodrow,Danny Huston,Sir Bernard Pellegrin,Bill Nighy,Tim Donohue,Donald Sumpter,Dr. Lorbeer aka Dr. Brandt,Pete Postlethwaite
1986,Schlomo (teenager),Moshe Abebe,Schlomo (child),Moshe Agazai,Schlomo (adult),Sirak M. Sabahat,Sara,Roni Hadar,Yaël,Yaël Abecassis,Yoram Harrari,Roschdy Zem
1987,Benny,Arno Frisch,Mutter,Angela Winkler,Vater,Ulrich Mühe,Mädchen,Ingrid Stassner,Evi,Stephanie Brehme,Ricci,Stefan Polasek
1988,Mariane Pearl,Angelina Jolie,Daniel Pearl,Dan Futterman,Captain,Irrfan Khan,Asra Q. Nomani,Archie Panjabi,John Bussey,Denis O'Hare,Adam Pearl,Harvesp Viraf Chiniwala
1989,Elizabeth,Norah Jones,Jeremy,Jude Law,Arnie,David Strathairn,Sue Lynne,Rachel Weisz,Katya,Cat Power,Leslie,Natalie Portman
1990,Alex,Gabe Nevins,Jennifer,Taylor Momsen,Jared,Jake Miller,Detective Richard Liu,Daniel Liu,Macy,Lauren McKinney,Mutter von Alex,Grace Carter
1991,Stuntman Mike,Kurt Russell,Zoe,Zoë Bell,Abernathy,Rosario Dawson,Arlene,Vanessa Ferlito,Jungle Julia,Sydney Tamiia Poitier,Kim,Tracie Thoms
1992,Cherry Darling,Rose McGowan,Abby,Naveen Andrews,Sheriff Hague,Michael Biehn,J.T.,Jeff Fahey,Dr. William Block,Josh Brolin,Dr. Dakota Block,Marley Shelton
1993,Lucy Reed,Charlotte Gainsbourg,Salvatore Mancuso,Vincenzo Amato,Fortunata Mancuso,Aurora Quattrocchi,Angelo Mancuso,Francesco Casisa,Pietro Mancuso,Filippo Pucillo,Don Luigi,Vincent Schiavelli
1994,Robert Rainsford,Joel McCrea,Eve Trowbridge,Fay Wray,Count Zaroff,Leslie Banks,Martin Trowbridge,Robert Armstrong,Bill Woodman,Hale Hamilton,Ivan,Noble Johnson
1995,Lara Croft,Angelina Jolie,Lord Croft,Jon Voight,Powell,Iain Glen,Bryce,Noah Taylor,Alex,Daniel Craig,Distinguished Gentleman,Richard Johnson
1996,Lara Croft,Angelina Jolie,Terry Sheridan,Gerard Butler,Bryce,Noah Taylor,Kosa,Djimon Hounsou,Sean,Til Schweiger,Chen Lo,Simon Yam
1997,Naï-Rea,Maï Anh Le,Aidan McRory,Guy Pearce,Seine Exzellenz,Oanh Nguyen,Dorfältester,Jaran 'See Tao' Petcharoen,Paulette,Stéphanie Lagarde,Eugène Normandin,Jean-Claude Dreyfus
1998,Géraldine Ceyssac,Isabelle Carré,Xavier,Frédéric Pierrot,Annie,Lara Guirao,Sandrine Folio,Maria Pitarresi,Michel,Jean-Yves Roan,Bernard,Philippe Saïd
1999,Matt Fowler,Tom Wilkinson,Ruth Fowler,Sissy Spacek,Frank Fowler,Nick Stahl,Natalie Strout,Marisa Tomei,Richard Strout,William Mapother,Willis Grinnel,William Wise
2000,Don Lope de Aguirre,Klaus Kinski,Inez de Atienza,Helena Rojo,Gaspar de Carvajal,Del Negro,Don Pedro de Ursúa,Ruy Guerra,Don Fernando de Guzman,Peter Berling,Flores, Aguirre's daughter
2001,Bobby Green,Joaquin Phoenix,Amanda Juarez,Eva Mendes,Vadim Nezhinski,Alex Veadov,Joseph Grusinsky,Mark Wahlberg,Burt Grusinsky,Robert Duvall,Michael Solo,Antoni Corone
2002,Vellini,Asia Argento,Ryno de Marigny,Fu'ad Aït Aattou,Hermangarde,Roxane Mesquida,La marquise de Flers,Claude Sarraute,La comtesse d'Artelles,Yolande Moreau,le vicomte Prony,Michael Lonsdale
2003,Femme,Amira Casar,Homme,Rocco Siffredi,Mann in Bar,Jacques Monge,Erzählerin,Catherine Breillat,,,,
2004,Sifu,Emanuel Bettencourt,Ibo,Denis Moschitto,Titzi,Nora Tschirner,Onkel Ahmet,Hasan Ali Mete,Kirianis,Adnan Maral,Mehmet,Güven Kıraç
2005,Deloris Van Cartier/Sister Mary Clarence,Whoopi Goldberg,Mother Superior,Maggie Smith,Sister Mary Patrick,Kathy Najimy,Sister Mary Robert,Wendy Makkena,Sister Mary Lazarus,Mary Wickes,Vince LaRocca,Harvey Keitel
2006,Shep Henderson,James Stewart,Gil Holroyd,Kim Novak,Nicky Holroyd,Jack Lemmon,Sidney Redlitch,Ernie Kovacs,Bianca de Passe,Hermione Gingold,Aunt Queenie Holroyd,Elsa Lanchester
2007,Michaela Odone,Susan Sarandon,Augusto Odone,Nick Nolte,Professor Nikolais,Peter Ustinov,Loretta Muscatine,Ann Hearn,Omuori,Maduka Steady,Francesco Odone,Aaron Jackson
2008,Princess Qingcheng,Cecilia Cheung,Snow Wolf,Liu Ye,Goddess Manshen,Hong Chen,The Emperer,Cheng Qian,Kunlun,Jang Dong-gun,General Guangming,Hiroyuki Sanada
2009,Otilia,Anamaria Marinca,Gabita,Laura Vasiliu,Domnu' Bebe,Vlad Ivanov,Adi,Alexandru Potocean,Doamna Radu,Luminița Gheorghiu,Dr. Radu,Adi Carauleanu
2010,Machiko,Machiko Ono,Shigeki,Shigeki Uda,Wakako,Makiko Watanabe,Machiko's husband,Yôichirô Saitô,,,,
2011,Marjane adulte et adolescente (voice),Chiara Mastroianni,Grand-mère de Marjane (voice),Danielle Darrieux,Mère de Marjane (voice),Catherine Deneuve,Père de Marjane (voice),Simon Abkarian,Marjane enfant (voice),Gabrielle Lopes Benites,Oncle Anouche (voice),François Jerosme
2012,Madre,Elizabeth Fehr,Zacarias,Jacobo Klassen,Marianne,Maria Pankratz,Esther,Miriam Toews,Johan,Cornelio Wall,Padre,Peter Wall
2013,Jean-Dominique Bauby,Mathieu Amalric,Céline Desmoulins,Emmanuelle Seigner,Henriette Durand,Marie-Josée Croze,Claude,Anne Consigny,Dr. Lepage,Patrick Chesnais,Roussin,Niels Arestrup
2014,Nejat Aksu,Baki Davrak,Ali Aksu,Tuncel Kurtiz,Susanne Staub,Hanna Schygulla,Lotte Staub,Patrycia Ziolkowska,Yeter,Nursel Köse,Emine,Yelda Reynaud
2015,Shin-ae Lee,Jeon Do-yeon,Jong-chan KIM,Kang-ho Song,female missionary,Park Myung-Shin,Park Do-sup,Cho Youg-jin,Lee Min-ki,Kim Young-jae,,
2016,Saïd Otmari,Jamel Debbouze,Yassir,Samy Naceri,Messaoud Souni,Roschdy Zem,Abdelkader,Sami Bouajila,Sergent Roger Martinez,Bernard Blancan,Caporal Leroux,Mathieu Simonet
2017,Jack Friar,Samuel L. Jackson,Erin,Milla Jovovich,Tyrone,Stellan Skarsgård,Hoop,Doug Hutchison,Mr. Quarre,Joss Ackland,Mrs. Quarre,Grace Zabriskie
2018,Mary Fiore,Jennifer Lopez,Steve Edison,Matthew McConaughey,Massimo,Justin Chambers,Mrs. Donolly,Joanna Gleason,Burt Weinberg,Lou Myers,Geri,Kathy Najimy
2019,Chance Boudreaux,Jean-Claude Van Damme,Pik van Cleef,Arnold Vosloo,Emil Fouchon,Lance Henriksen,Natasha Binder,Yancy Butler,Stephan,Sven-Ole Thorsen,Uncle Douvee,Wilford Brimley
2020,Jimmie Shannon,Chris O'Donnell,Anne Arden,Renée Zellweger,Marco,Artie Lange,Roy O'Dell,Hal Holbrook,Sid Gluckman,Ed Asner,The Priest,James Cromwell
2021,Jack,Richard E. Grant,Amy,Samantha Mathis,Margaret,Judi Dench,Phil,Eileen Atkins,Anna,Cherie Lunghi,Sarah,Imogen Stubbs
2022,Longfellow Deeds,Adam Sandler,Babe Bennett,Winona Ryder,Emilio Lopez,John Turturro,Marty,Allen Covert,Chuck Cedar,Peter Gallagher,Cecil Anderson,Erick Avari
2023,Frank Hopkins,Viggo Mortensen,Jazira,Zuleikha Robinson,Sheikh Riyadh,Omar Sharif,Aziz,Adam Alexi-Malle,Lady Anne Davenport,Louise Lombard,Katib,Silas Carson
2024,Benjamin Martin,Mel Gibson,Gabriel Martin,Heath Ledger,Charlotte Selton,Joely Richardson,Col. William Tavington,Jason Isaacs,Jean Villeneuve,Tchéky Karyo,Col. Harry Burwell,Chris Cooper
2025,Martial Pasquier,Daniel Auteuil,Francine,Sandrine Bonnaire,Monsieur Fonfrin,Jean-Pierre Marielle,Madame Fonfrin,Dominique Lavanant,Fernand,Vincent Lindon,Regine,Thérèse Liotard
2026,Jeff Talley,Bruce Willis,Walter Smith,Kevin Pollak,Tommy Smith,Jimmy Bennett,Jennifer Smith,Michelle Horn,Mars Krupcheck,Ben Foster,Dennis Kelly,Jonathan Tucker
2028,Lloyd Dobler,John Cusack,Diane Court,Ione Skye,James Court,John Mahoney,Corey Flood,Lili Taylor,D.C.,Amy Brooks,Rebecca,Pamela Adlon
2029,Tanguy Guetz,Eric Berger,Edith Guetz,Sabine Azéma,Paul Guetz,André Dussollier,Grand-Mère,Hélène Duc,Carole,Aurore Clément,Bruno Lemoine,Jean-Paul Rouve
2030,Felix Krull,Horst Buchholz,Eleanor,Heidi Brühl,Zasa,Liselotte Pulver,Madame Houpfle,Susi Nicoletti,Stabsarzt,Werner Hinz,Zouzou,Ingrid Andree
2031,Iwanowitsch Nechljudoff,Horst Buchholz,Katjuscha,Myriam Bru,Missy,Ruth Niehaus,Fedosia,Edith Mill,Maria Pawlowa,Lea Massari,Postbote,Günther Lüders
2032,Captain Yurchenko,Aleksey Serebryakov,Captain Lisnevsky,Daniil Strakhov,Irina Zareva,Anastasiya Nemolyayeva,Svist,Jurij Ickov,Valentina,Svetlana Stroganova,Fitil,Stepan Abramov
2033,Richard Feynman,Matthew Broderick,Arline Greenbaum,Patricia Arquette,Mel Feynman,Peter Riegert,Young Richard,Jeffrey Force,Harold,David Drew Gallagher,Robert,Raffi Di Blasio
2034,Alonzo Harris,Denzel Washington,Jake Hoyt,Ethan Hawke,Roger,Scott Glenn,Stan Gursky,Tom Berenger,Doug Rosselli,Harris Yulin,Smiley,Cliff Curtis
2035,Frank Magenta,Martin Sheen,Catherine,Véronique Jannot,Steuben,Jacques Perrin,Scanzano,David Birney,Morelli,Paolo Bonacelli,Davis,Kent Broadhurst
